project,from_name,to_name,from_url,to_url,from_fqs,from_tctracer_fqs,from_testlinker_fqs,to_fqs,to_tctracer_fqs,to_testlinker_fqs
jfreechart,testBug1126_c,clone,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/plot/PiePlotTest.java#L671,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/plot/PiePlot.java#L3473,org.jfree.chart.plot.PiePlotTest.testBug1126_c(),org.jfree.chart.plot.PiePlotTest.testBug1126_c(),org.jfree.chart.plot.PiePlotTest.testBug1126_c(),org.jfree.chart.plot.PiePlot.clone(),org.jfree.chart.plot.PiePlot.clone(),org.jfree.chart.plot.PiePlot.clone()
jfreechart,testBug1126_c,getSectionOutlineStroke,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/plot/PiePlotTest.java#L671,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/plot/PiePlot.java#L1416,org.jfree.chart.plot.PiePlotTest.testBug1126_c(),org.jfree.chart.plot.PiePlotTest.testBug1126_c(),org.jfree.chart.plot.PiePlotTest.testBug1126_c(),org.jfree.chart.plot.PiePlot.getSectionOutlineStroke(java.lang.Comparable),org.jfree.chart.plot.PiePlot.getSectionOutlineStroke(Comparable),org.jfree.chart.plot.PiePlot.getSectionOutlineStroke(Comparable)
jfreechart,testBug1126_c,setSectionOutlineStroke,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/plot/PiePlotTest.java#L671,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/plot/PiePlot.java#L1435,org.jfree.chart.plot.PiePlotTest.testBug1126_c(),org.jfree.chart.plot.PiePlotTest.testBug1126_c(),org.jfree.chart.plot.PiePlotTest.testBug1126_c(),"org.jfree.chart.plot.PiePlot.setSectionOutlineStroke(java.lang.Comparable, java.awt.Stroke)","org.jfree.chart.plot.PiePlot.setSectionOutlineStroke(Comparable, Stroke)","org.jfree.chart.plot.PiePlot.setSectionOutlineStroke(Comparable, Stroke)"
jfreechart,testSetSeriesToolTipGenerator,getToolTipGenerator,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/XYBarChartTest.java#L135,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java#L405,org.jfree.chart.XYBarChartTest.testSetSeriesToolTipGenerator(),org.jfree.chart.XYBarChartTest.testSetSeriesToolTipGenerator(),org.jfree.chart.XYBarChartTest.testSetSeriesToolTipGenerator(),"org.jfree.chart.renderer.xy.AbstractXYItemRenderer.getToolTipGenerator(int, int)","org.jfree.chart.renderer.xy.AbstractXYItemRenderer.getToolTipGenerator(int, int)","org.jfree.chart.renderer.xy.AbstractXYItemRenderer.getToolTipGenerator(int, int)"
jfreechart,testSetSeriesToolTipGenerator,setSeriesToolTipGenerator,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/XYBarChartTest.java#L135,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java#L440,org.jfree.chart.XYBarChartTest.testSetSeriesToolTipGenerator(),org.jfree.chart.XYBarChartTest.testSetSeriesToolTipGenerator(),org.jfree.chart.XYBarChartTest.testSetSeriesToolTipGenerator(),"org.jfree.chart.renderer.xy.AbstractXYItemRenderer.setSeriesToolTipGenerator(int, org.jfree.chart.labels.XYToolTipGenerator)","org.jfree.chart.renderer.xy.AbstractXYItemRenderer.setSeriesToolTipGenerator(int, XYToolTipGenerator)","org.jfree.chart.renderer.xy.AbstractXYItemRenderer.setSeriesToolTipGenerator(int, XYToolTipGenerator)"
jfreechart,testGetSerialIndex,getSerialIndex,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/time/MillisecondTest.java#L304,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/time/Millisecond.java#L297,org.jfree.data.time.MillisecondTest.testGetSerialIndex(),org.jfree.data.time.MillisecondTest.testGetSerialIndex(),org.jfree.data.time.MillisecondTest.testGetSerialIndex(),org.jfree.data.time.Millisecond.getSerialIndex(),org.jfree.data.time.Millisecond.getSerialIndex(),org.jfree.data.time.Millisecond.getSerialIndex()
jfreechart,testGetRangeBounds2,getRangeBounds,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/statistics/DefaultStatisticalCategoryDatasetTest.java#L221,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/statistics/DefaultStatisticalCategoryDataset.java#L689,org.jfree.data.statistics.DefaultStatisticalCategoryDatasetTest.testGetRangeBounds2(),org.jfree.data.statistics.DefaultStatisticalCategoryDatasetTest.testGetRangeBounds2(),org.jfree.data.statistics.DefaultStatisticalCategoryDatasetTest.testGetRangeBounds2(),org.jfree.data.statistics.DefaultStatisticalCategoryDataset.getRangeBounds(boolean),org.jfree.data.statistics.DefaultStatisticalCategoryDataset.getRangeBounds(boolean),org.jfree.data.statistics.DefaultStatisticalCategoryDataset.getRangeBounds(boolean)
jfreechart,testRemoveColumnByIndex,removeColumn,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/KeyedObjects2DTest.java#L283,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/KeyedObjects2D.java#L385,org.jfree.data.KeyedObjects2DTest.testRemoveColumnByIndex(),org.jfree.data.KeyedObjects2DTest.testRemoveColumnByIndex(),org.jfree.data.KeyedObjects2DTest.testRemoveColumnByIndex(),org.jfree.data.KeyedObjects2D.removeColumn(int),org.jfree.data.KeyedObjects2D.removeColumn(int),org.jfree.data.KeyedObjects2D.removeColumn(int)
jfreechart,testWidthAndHeight,getHeight,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/title/ImageTitleTest.java#L115,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/block/AbstractBlock.java#L174,org.jfree.chart.title.ImageTitleTest.testWidthAndHeight(),org.jfree.chart.title.ImageTitleTest.testWidthAndHeight(),org.jfree.chart.title.ImageTitleTest.testWidthAndHeight(),org.jfree.chart.block.AbstractBlock.getHeight(),org.jfree.chart.block.AbstractBlock.getHeight(),org.jfree.chart.block.AbstractBlock.getHeight()
jfreechart,testWidthAndHeight,getWidth,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/title/ImageTitleTest.java#L115,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/block/AbstractBlock.java#L150,org.jfree.chart.title.ImageTitleTest.testWidthAndHeight(),org.jfree.chart.title.ImageTitleTest.testWidthAndHeight(),org.jfree.chart.title.ImageTitleTest.testWidthAndHeight(),org.jfree.chart.block.AbstractBlock.getWidth(),org.jfree.chart.block.AbstractBlock.getWidth(),org.jfree.chart.block.AbstractBlock.getWidth()
jfreechart,testWidthAndHeight,ImageTitle,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/title/ImageTitleTest.java#L115,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/title/ImageTitle.java#L99,org.jfree.chart.title.ImageTitleTest.testWidthAndHeight(),org.jfree.chart.title.ImageTitleTest.testWidthAndHeight(),org.jfree.chart.title.ImageTitleTest.testWidthAndHeight(),org.jfree.chart.title.ImageTitle.ImageTitle(java.awt.Image),org.jfree.chart.title.ImageTitle.ImageTitle(Image),org.jfree.chart.title.ImageTitle.ImageTitle(Image)
jfreechart,testCloning,clone,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/renderer/xy/XYStepAreaRendererTest.java#L125,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/renderer/xy/XYStepAreaRenderer.java#L618,org.jfree.chart.renderer.xy.XYStepAreaRendererTest.testCloning(),org.jfree.chart.renderer.xy.XYStepAreaRendererTest.testCloning(),org.jfree.chart.renderer.xy.XYStepAreaRendererTest.testCloning(),org.jfree.chart.renderer.xy.XYStepAreaRenderer.clone(),org.jfree.chart.renderer.xy.XYStepAreaRenderer.clone(),org.jfree.chart.renderer.xy.XYStepAreaRenderer.clone()
jfreechart,testHashcode,hashCode,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/renderer/xy/XYBubbleRendererTest.java#L83,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/renderer/AbstractRenderer.java#L3151,org.jfree.chart.renderer.xy.XYBubbleRendererTest.testHashcode(),org.jfree.chart.renderer.xy.XYBubbleRendererTest.testHashcode(),org.jfree.chart.renderer.xy.XYBubbleRendererTest.testHashcode(),org.jfree.chart.renderer.AbstractRenderer.hashCode(),org.jfree.chart.renderer.AbstractRenderer.hashCode(),org.jfree.chart.renderer.AbstractRenderer.hashCode()
jfreechart,testGetStart,getStart,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/time/WeekTest.java#L453,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/time/RegularTimePeriod.java#L195,org.jfree.data.time.WeekTest.testGetStart(),org.jfree.data.time.WeekTest.testGetStart(),org.jfree.data.time.WeekTest.testGetStart(),org.jfree.data.time.RegularTimePeriod.getStart(),org.jfree.data.time.RegularTimePeriod.getStart(),org.jfree.data.time.RegularTimePeriod.getStart()
jfreechart,testGetKey,getKey,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/category/CategoryToPieDatasetTest.java#L120,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/category/CategoryToPieDataset.java#L197,org.jfree.data.category.CategoryToPieDatasetTest.testGetKey(),org.jfree.data.category.CategoryToPieDatasetTest.testGetKey(),org.jfree.data.category.CategoryToPieDatasetTest.testGetKey(),org.jfree.data.category.CategoryToPieDataset.getKey(int),org.jfree.data.category.CategoryToPieDataset.getKey(int),org.jfree.data.category.CategoryToPieDataset.getKey(int)
jfreechart,testCloning,add,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/renderer/LookupPaintScaleTest.java#L88,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/renderer/LookupPaintScale.java#L270,org.jfree.chart.renderer.LookupPaintScaleTest.testCloning(),org.jfree.chart.renderer.LookupPaintScaleTest.testCloning(),org.jfree.chart.renderer.LookupPaintScaleTest.testCloning(),"org.jfree.chart.renderer.LookupPaintScale.add(double, java.awt.Paint)","org.jfree.chart.renderer.LookupPaintScale.add(double, Paint)","org.jfree.chart.renderer.LookupPaintScale.add(double, Paint)"
jfreechart,testCloning,clone,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/renderer/LookupPaintScaleTest.java#L88,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/renderer/LookupPaintScale.java#L375,org.jfree.chart.renderer.LookupPaintScaleTest.testCloning(),org.jfree.chart.renderer.LookupPaintScaleTest.testCloning(),org.jfree.chart.renderer.LookupPaintScaleTest.testCloning(),org.jfree.chart.renderer.LookupPaintScale.clone(),org.jfree.chart.renderer.LookupPaintScale.clone(),org.jfree.chart.renderer.LookupPaintScale.clone()
jfreechart,testCloning,clone,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/needle/PlumNeedleTest.java#L68,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/needle/PlumNeedle.java#L139,org.jfree.chart.needle.PlumNeedleTest.testCloning(),org.jfree.chart.needle.PlumNeedleTest.testCloning(),org.jfree.chart.needle.PlumNeedleTest.testCloning(),org.jfree.chart.needle.PlumNeedle.clone(),org.jfree.chart.needle.PlumNeedle.clone(),org.jfree.chart.needle.PlumNeedle.clone()
jfreechart,testCloning2,clone,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/axis/ExtendedCategoryAxisTest.java#L122,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/axis/ExtendedCategoryAxis.java#L227,org.jfree.chart.axis.ExtendedCategoryAxisTest.testCloning2(),org.jfree.chart.axis.ExtendedCategoryAxisTest.testCloning2(),org.jfree.chart.axis.ExtendedCategoryAxisTest.testCloning2(),org.jfree.chart.axis.ExtendedCategoryAxis.clone(),org.jfree.chart.axis.ExtendedCategoryAxis.clone(),org.jfree.chart.axis.ExtendedCategoryAxis.clone()
jfreechart,testGetSetLabelTextAnchor,getLabelTextAnchor,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/plot/MarkerTest.java#L328,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/plot/Marker.java#L516,org.jfree.chart.plot.MarkerTest.testGetSetLabelTextAnchor(),org.jfree.chart.plot.MarkerTest.testGetSetLabelTextAnchor(),org.jfree.chart.plot.MarkerTest.testGetSetLabelTextAnchor(),org.jfree.chart.plot.Marker.getLabelTextAnchor(),org.jfree.chart.plot.Marker.getLabelTextAnchor(),org.jfree.chart.plot.Marker.getLabelTextAnchor()
jfreechart,testGetSetLabelTextAnchor,setLabelTextAnchor,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/plot/MarkerTest.java#L328,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/plot/Marker.java#L528,org.jfree.chart.plot.MarkerTest.testGetSetLabelTextAnchor(),org.jfree.chart.plot.MarkerTest.testGetSetLabelTextAnchor(),org.jfree.chart.plot.MarkerTest.testGetSetLabelTextAnchor(),org.jfree.chart.plot.Marker.setLabelTextAnchor(org.jfree.ui.TextAnchor),org.jfree.chart.plot.Marker.setLabelTextAnchor(TextAnchor),org.jfree.chart.plot.Marker.setLabelTextAnchor(TextAnchor)
jfreechart,testGetValue,getEndValue,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/category/DefaultIntervalCategoryDatasetTest.java#L65,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java#L468,org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testGetValue(),org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testGetValue(),org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testGetValue(),"org.jfree.data.category.DefaultIntervalCategoryDataset.getEndValue(java.lang.Comparable, java.lang.Comparable)","org.jfree.data.category.DefaultIntervalCategoryDataset.getEndValue(Comparable, Comparable)","org.jfree.data.category.DefaultIntervalCategoryDataset.getEndValue(Comparable, Comparable)"
jfreechart,testGetValue,getStartValue,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/category/DefaultIntervalCategoryDatasetTest.java#L65,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java#L413,org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testGetValue(),org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testGetValue(),org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testGetValue(),"org.jfree.data.category.DefaultIntervalCategoryDataset.getStartValue(java.lang.Comparable, java.lang.Comparable)","org.jfree.data.category.DefaultIntervalCategoryDataset.getStartValue(Comparable, Comparable)","org.jfree.data.category.DefaultIntervalCategoryDataset.getStartValue(Comparable, Comparable)"
jfreechart,testGetValue,getValue,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/category/DefaultIntervalCategoryDatasetTest.java#L65,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java#L371,org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testGetValue(),org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testGetValue(),org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testGetValue(),"org.jfree.data.category.DefaultIntervalCategoryDataset.getValue(java.lang.Comparable, java.lang.Comparable)","org.jfree.data.category.DefaultIntervalCategoryDataset.getValue(Comparable, Comparable)","org.jfree.data.category.DefaultIntervalCategoryDataset.getValue(Comparable, Comparable)"
jfreechart,testCloning,clone,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/data/category/DefaultIntervalCategoryDatasetTest.java#L200,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/data/category/DefaultIntervalCategoryDataset.java#L762,org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testCloning(),org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testCloning(),org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testCloning(),org.jfree.data.category.DefaultIntervalCategoryDataset.clone(),org.jfree.data.category.DefaultIntervalCategoryDataset.clone(),org.jfree.data.category.DefaultIntervalCategoryDataset.clone()
jfreechart,testMs2SegmentedTimeline,SegmentedTimeline,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/tests/org/jfree/chart/axis/SegmentedTimelineTest.java#L286,https://github.com/jfree/jfreechart/blob/b3f5f21ba0fe32a8f7eccb6760a79df30628be3e/source/org/jfree/chart/axis/SegmentedTimeline.java#L314,org.jfree.chart.axis.SegmentedTimelineTest.testMs2SegmentedTimeline(),org.jfree.chart.axis.SegmentedTimelineTest.testMs2SegmentedTimeline(),org.jfree.chart.axis.SegmentedTimelineTest.testMs2SegmentedTimeline(),"org.jfree.chart.axis.SegmentedTimeline.SegmentedTimeline(long, int, int)","org.jfree.chart.axis.SegmentedTimeline.SegmentedTimeline(long, int, int)","org.jfree.chart.axis.SegmentedTimeline.SegmentedTimeline(long, int, int)"
