project,from_name,to_name,from_url,to_url,from_fqs,from_tctracer_fqs,from_testlinker_fqs,to_fqs,to_tctracer_fqs,to_testlinker_fqs
jenkins,testEqualsCaseSensitiveEmailAddress,equals,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/model/IdStrategyTest.java#L130,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/model/IdStrategy.java#L123,jenkins.model.IdStrategyTest.testEqualsCaseSensitiveEmailAddress(),jenkins.model.IdStrategyTest.testEqualsCaseSensitiveEmailAddress(),jenkins.model.IdStrategyTest.testEqualsCaseSensitiveEmailAddress(),"jenkins.model.IdStrategy.equals(java.lang.String, java.lang.String)","jenkins.model.IdStrategy.equals(String, String)","jenkins.model.IdStrategy.equals(String, String)"
jenkins,roundtrip,load,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/security/DefaultConfidentialStoreTest.java#L25,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/security/DefaultConfidentialStore.java#L98,jenkins.security.DefaultConfidentialStoreTest.roundtrip(),jenkins.security.DefaultConfidentialStoreTest.roundtrip(),jenkins.security.DefaultConfidentialStoreTest.roundtrip(),jenkins.security.DefaultConfidentialStore.load(jenkins.security.ConfidentialKey),jenkins.security.DefaultConfidentialStore.load(ConfidentialKey),jenkins.security.DefaultConfidentialStore.load(ConfidentialKey)
jenkins,roundtrip,store,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/security/DefaultConfidentialStoreTest.java#L25,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/security/DefaultConfidentialStore.java#L75,jenkins.security.DefaultConfidentialStoreTest.roundtrip(),jenkins.security.DefaultConfidentialStoreTest.roundtrip(),jenkins.security.DefaultConfidentialStoreTest.roundtrip(),"jenkins.security.DefaultConfidentialStore.store(jenkins.security.ConfidentialKey, byte[])","jenkins.security.DefaultConfidentialStore.store(ConfidentialKey, byte[])","jenkins.security.DefaultConfidentialStore.store(ConfidentialKey, byte[])"
jenkins,testHigher,higher,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/model/lazy/SortedListTest.java#L75,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/model/lazy/SortedList.java#L98,jenkins.model.lazy.SortedListTest.testHigher(),jenkins.model.lazy.SortedListTest.testHigher(),jenkins.model.lazy.SortedListTest.testHigher(),jenkins.model.lazy.SortedList.higher(T),jenkins.model.lazy.SortedList.higher(T),jenkins.model.lazy.SortedList.higher(T)
jenkins,testBrokenInetAddresses,isValid,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/org/apache/commons/validator/routines/InetAddressValidatorTest.java#L133,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/org/apache/commons/validator/routines/InetAddressValidator.java#L83,jenkins.org.apache.commons.validator.routines.InetAddressValidatorTest.testBrokenInetAddresses(),jenkins.org.apache.commons.validator.routines.InetAddressValidatorTest.testBrokenInetAddresses(),jenkins.org.apache.commons.validator.routines.InetAddressValidatorTest.testBrokenInetAddresses(),jenkins.org.apache.commons.validator.routines.InetAddressValidator.isValid(java.lang.String),jenkins.org.apache.commons.validator.routines.InetAddressValidator.isValid(String),jenkins.org.apache.commons.validator.routines.InetAddressValidator.isValid(String)
jenkins,testBrokenInetAddresses,isValidInet6Address,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/org/apache/commons/validator/routines/InetAddressValidatorTest.java#L133,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/org/apache/commons/validator/routines/InetAddressValidator.java#L134,jenkins.org.apache.commons.validator.routines.InetAddressValidatorTest.testBrokenInetAddresses(),jenkins.org.apache.commons.validator.routines.InetAddressValidatorTest.testBrokenInetAddresses(),jenkins.org.apache.commons.validator.routines.InetAddressValidatorTest.testBrokenInetAddresses(),jenkins.org.apache.commons.validator.routines.InetAddressValidator.isValidInet6Address(java.lang.String),jenkins.org.apache.commons.validator.routines.InetAddressValidator.isValidInet6Address(String),jenkins.org.apache.commons.validator.routines.InetAddressValidator.isValidInet6Address(String)
jenkins,test_laterItemsNotEvaluated,add,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/widgets/HistoryPageFilterTest.java#L290,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/widgets/HistoryPageFilter.java#L120,jenkins.widgets.HistoryPageFilterTest.test_laterItemsNotEvaluated(),jenkins.widgets.HistoryPageFilterTest.test_laterItemsNotEvaluated(),jenkins.widgets.HistoryPageFilterTest.test_laterItemsNotEvaluated(),jenkins.widgets.HistoryPageFilter.add(java.lang.Iterable<T>),jenkins.widgets.HistoryPageFilter.add(Iterable),jenkins.widgets.HistoryPageFilter.add(Iterable)
jenkins,readFromInputStream,from,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/util/xstream/XStreamDOMTest.java#L171,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/util/xstream/XStreamDOM.java#L271,jenkins.util.xstream.XStreamDOMTest.readFromInputStream(),jenkins.util.xstream.XStreamDOMTest.readFromInputStream(),jenkins.util.xstream.XStreamDOMTest.readFromInputStream(),jenkins.util.xstream.XStreamDOM.from(java.io.Reader),jenkins.util.xstream.XStreamDOM.from(Reader),jenkins.util.xstream.XStreamDOM.from(Reader)
jenkins,byTimestampFirstRun,byTimestamp,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/util/RunListTest.java#L73,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/util/RunList.java#L345,hudson.util.RunListTest.byTimestampFirstRun(),hudson.util.RunListTest.byTimestampFirstRun(),hudson.util.RunListTest.byTimestampFirstRun(),"hudson.util.RunList.byTimestamp(long, long)","hudson.util.RunList.byTimestamp(long, long)","hudson.util.RunList.byTimestamp(long, long)"
jenkins,testCreateTempDir,createTempDir,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/FilePathTest.java#L773,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/FilePath.java#L1680,hudson.FilePathTest.testCreateTempDir(),hudson.FilePathTest.testCreateTempDir(),hudson.FilePathTest.testCreateTempDir(),"hudson.FilePath.createTempDir(java.lang.String, java.lang.String)","hudson.FilePath.createTempDir(String, String)","hudson.FilePath.createTempDir(String, String)"
jenkins,test_latest_longer_list,add,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/widgets/HistoryPageFilterTest.java#L101,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/widgets/HistoryPageFilter.java#L131,jenkins.widgets.HistoryPageFilterTest.test_latest_longer_list(),jenkins.widgets.HistoryPageFilterTest.test_latest_longer_list(),jenkins.widgets.HistoryPageFilterTest.test_latest_longer_list(),"jenkins.widgets.HistoryPageFilter.add(java.lang.Iterable<T>, java.util.List<hudson.model.Queue.Item>)","jenkins.widgets.HistoryPageFilter.add(Iterable, List)","jenkins.widgets.HistoryPageFilter.add(Iterable, List)"
jenkins,testMultipleInsensitive,isValid,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/org/apache/commons/validator/routines/RegexValidatorTest.java#L124,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/org/apache/commons/validator/routines/RegexValidator.java#L148,jenkins.org.apache.commons.validator.routines.RegexValidatorTest.testMultipleInsensitive(),jenkins.org.apache.commons.validator.routines.RegexValidatorTest.testMultipleInsensitive(),jenkins.org.apache.commons.validator.routines.RegexValidatorTest.testMultipleInsensitive(),jenkins.org.apache.commons.validator.routines.RegexValidator.isValid(java.lang.String),jenkins.org.apache.commons.validator.routines.RegexValidator.isValid(String),jenkins.org.apache.commons.validator.routines.RegexValidator.isValid(String)
jenkins,testMultipleInsensitive,validate,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/org/apache/commons/validator/routines/RegexValidatorTest.java#L124,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/org/apache/commons/validator/routines/RegexValidator.java#L195,jenkins.org.apache.commons.validator.routines.RegexValidatorTest.testMultipleInsensitive(),jenkins.org.apache.commons.validator.routines.RegexValidatorTest.testMultipleInsensitive(),jenkins.org.apache.commons.validator.routines.RegexValidatorTest.testMultipleInsensitive(),jenkins.org.apache.commons.validator.routines.RegexValidator.validate(java.lang.String),jenkins.org.apache.commons.validator.routines.RegexValidator.validate(String),jenkins.org.apache.commons.validator.routines.RegexValidator.validate(String)
jenkins,testMultipleInsensitive,match,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/org/apache/commons/validator/routines/RegexValidatorTest.java#L124,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/org/apache/commons/validator/routines/RegexValidator.java#L168,jenkins.org.apache.commons.validator.routines.RegexValidatorTest.testMultipleInsensitive(),jenkins.org.apache.commons.validator.routines.RegexValidatorTest.testMultipleInsensitive(),jenkins.org.apache.commons.validator.routines.RegexValidatorTest.testMultipleInsensitive(),jenkins.org.apache.commons.validator.routines.RegexValidator.match(java.lang.String),jenkins.org.apache.commons.validator.routines.RegexValidator.match(String),jenkins.org.apache.commons.validator.routines.RegexValidator.match(String)
jenkins,testEqualsCaseSensitive,equals,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/model/IdStrategyTest.java#L120,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/model/IdStrategy.java#L255,jenkins.model.IdStrategyTest.testEqualsCaseSensitive(),jenkins.model.IdStrategyTest.testEqualsCaseSensitive(),jenkins.model.IdStrategyTest.testEqualsCaseSensitive(),"jenkins.model.IdStrategy.CaseSensitive.equals(java.lang.String, java.lang.String)","jenkins.model.IdStrategy.CaseSensitive.equals(String, String)","jenkins.model.IdStrategy.CaseSensitive.equals(String, String)"
jenkins,testValidateCaseSensitivity,validateAntFileMask,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/FilePathTest.java#L553,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/FilePath.java#L3094,hudson.FilePathTest.testValidateCaseSensitivity(),hudson.FilePathTest.testValidateCaseSensitivity(),hudson.FilePathTest.testValidateCaseSensitivity(),"hudson.FilePath.validateAntFileMask(java.lang.String, int, boolean)","hudson.FilePath.validateAntFileMask(String, int, boolean)","hudson.FilePath.validateAntFileMask(String, int, boolean)"
jenkins,testCheckChoices,doCheckChoices,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/model/ChoiceParameterDefinitionTest.java#L26,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/model/ChoiceParameterDefinition.java#L230,hudson.model.ChoiceParameterDefinitionTest.testCheckChoices(),hudson.model.ChoiceParameterDefinitionTest.testCheckChoices(),hudson.model.ChoiceParameterDefinitionTest.testCheckChoices(),hudson.model.ChoiceParameterDefinition.DescriptorImpl.doCheckChoices(java.lang.String),hudson.model.ChoiceParameterDefinition.DescriptorImpl.doCheckChoices(String),hudson.model.ChoiceParameterDefinition.DescriptorImpl.doCheckChoices(String)
jenkins,testSetDisplayNameOrNull,setDisplayNameOrNull,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/model/AbstractItemTest.java#L80,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/model/AbstractItem.java#L189,hudson.model.AbstractItemTest.testSetDisplayNameOrNull(),hudson.model.AbstractItemTest.testSetDisplayNameOrNull(),hudson.model.AbstractItemTest.testSetDisplayNameOrNull(),hudson.model.AbstractItem.setDisplayNameOrNull(java.lang.String),hudson.model.AbstractItem.setDisplayNameOrNull(String),hudson.model.AbstractItem.setDisplayNameOrNull(String)
jenkins,testToString,toString,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/org/apache/commons/validator/routines/RegexValidatorTest.java#L244,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/org/apache/commons/validator/routines/RegexValidator.java#L224,jenkins.org.apache.commons.validator.routines.RegexValidatorTest.testToString(),jenkins.org.apache.commons.validator.routines.RegexValidatorTest.testToString(),jenkins.org.apache.commons.validator.routines.RegexValidatorTest.testToString(),jenkins.org.apache.commons.validator.routines.RegexValidator.toString(),jenkins.org.apache.commons.validator.routines.RegexValidator.toString(),jenkins.org.apache.commons.validator.routines.RegexValidator.toString()
jenkins,compareNullParams,equals,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/model/FileParameterValueTest.java#L50,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/model/FileParameterValue.java#L201,hudson.model.FileParameterValueTest.compareNullParams(),hudson.model.FileParameterValueTest.compareNullParams(),hudson.model.FileParameterValueTest.compareNullParams(),hudson.model.FileParameterValue.equals(java.lang.Object),hudson.model.FileParameterValue.equals(Object),hudson.model.FileParameterValue.equals(Object)
jenkins,testQuoteArgumentForCmd,quoteArgumentForCmd,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/os/WindowsUtilTest.java#L52,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/os/WindowsUtil.java#L91,hudson.os.WindowsUtilTest.testQuoteArgumentForCmd(),hudson.os.WindowsUtilTest.testQuoteArgumentForCmd(),hudson.os.WindowsUtilTest.testQuoteArgumentForCmd(),hudson.os.WindowsUtil.quoteArgumentForCmd(java.lang.String),hudson.os.WindowsUtil.quoteArgumentForCmd(String),hudson.os.WindowsUtil.quoteArgumentForCmd(String)
jenkins,testAnnotateMavenPlugin,annotate,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/tasks/_maven/Maven3MojoNoteTest.java#L12,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/tasks/_maven/Maven3MojoNote.java#L56,hudson.tasks._maven.Maven3MojoNoteTest.testAnnotateMavenPlugin(),hudson.tasks._maven.Maven3MojoNoteTest.testAnnotateMavenPlugin(),hudson.tasks._maven.Maven3MojoNoteTest.testAnnotateMavenPlugin(),"hudson.tasks._maven.Maven3MojoNote.annotate(java.lang.Object, hudson.MarkupText, int)","hudson.tasks._maven.Maven3MojoNote.annotate(Object, MarkupText, int)","hudson.tasks._maven.Maven3MojoNote.annotate(Object, MarkupText, int)"
jenkins,createBlankChoice,isValid,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/model/ChoiceParameterDefinitionTest.java#L56,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/model/ChoiceParameterDefinition.java#L150,hudson.model.ChoiceParameterDefinitionTest.createBlankChoice(),hudson.model.ChoiceParameterDefinitionTest.createBlankChoice(),hudson.model.ChoiceParameterDefinitionTest.createBlankChoice(),hudson.model.ChoiceParameterDefinition.isValid(hudson.model.ParameterValue),hudson.model.ChoiceParameterDefinition.isValid(ParameterValue),hudson.model.ChoiceParameterDefinition.isValid(ParameterValue)
jenkins,testForceRemoveRecursive,forceRemoveRecursive,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/jenkins/util/io/PathRemoverTest.java#L239,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/jenkins/util/io/PathRemover.java#L91,jenkins.util.io.PathRemoverTest.testForceRemoveRecursive(),jenkins.util.io.PathRemoverTest.testForceRemoveRecursive(),jenkins.util.io.PathRemoverTest.testForceRemoveRecursive(),jenkins.util.io.PathRemover.forceRemoveRecursive(java.nio.file.Path),jenkins.util.io.PathRemover.forceRemoveRecursive(Path),jenkins.util.io.PathRemover.forceRemoveRecursive(Path)
jenkins,testEmptyGet,getDirectory,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/model/UserIdMapperTest.java#L55,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/model/UserIdMapper.java#L79,hudson.model.UserIdMapperTest.testEmptyGet(),hudson.model.UserIdMapperTest.testEmptyGet(),hudson.model.UserIdMapperTest.testEmptyGet(),hudson.model.UserIdMapper.getDirectory(java.lang.String),hudson.model.UserIdMapper.getDirectory(String),hudson.model.UserIdMapper.getDirectory(String)
jenkins,testIsAbsoluteUri,isAbsoluteUri,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/test/java/hudson/UtilTest.java#L407,https://github.com/jenkinsci/jenkins/blob/bd1d3f7d0effa57d1c5d2e8b0f497c61c9303935/core/src/main/java/hudson/Util.java#L1634,hudson.UtilTest.testIsAbsoluteUri(),hudson.UtilTest.testIsAbsoluteUri(),hudson.UtilTest.testIsAbsoluteUri(),hudson.Util.isAbsoluteUri(java.lang.String),hudson.Util.isAbsoluteUri(String),hudson.Util.isAbsoluteUri(String)
